Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Seat comfort,Class
2,4,1,1,1,1,190,41,4,3
3,4,1,5,1,3,1801,57,4,3
4,4,1,4,1,3,213,60,4,1
5,5,1,5,1,3,287,31,5,3
3,3,1,3,1,4,1919,48,3,1
1,4,1,3,1,3,2869,60,4,3
2,2,0,1,1,4,689,7,1,1
2,2,0,5,1,4,687,9,5,1
3,3,1,4,0,1,150,37,4,1
4,1,1,4,1,1,3316,53,5,3
2,2,1,2,1,1,596,9,1,1
2,4,1,3,1,4,2986,42,5,3
2,2,1,2,1,4,2215,45,2,3
3,3,1,3,1,2,269,28,3,2
4,4,1,5,0,5,621,37,5,3
4,4,1,4,1,3,1588,38,4,3
3,3,1,4,0,3,224,42,4,3
2,5,1,4,1,3,2086,48,5,3
2,5,1,5,1,5,3264,33,5,3
0,2,1,5,1,1,207,23,2,3
1,5,1,3,1,5,868,43,5,3
3,5,1,4,1,4,3626,49,4,3
2,4,1,2,1,4,2632,35,4,3
3,3,0,5,1,4,762,18,5,2
1,1,0,3,1,2,201,62,3,2
5,3,1,5,1,3,2588,21,3,3
3,3,1,5,0,1,782,27,4,1
1,2,1,5,1,1,1416,36,3,3
5,5,0,3,1,1,746,37,3,1
0,5,1,1,1,3,349,55,4,3
2,2,0,5,1,3,920,68,5,1
3,3,0,3,1,4,300,9,3,2
4,4,0,1,1,4,903,47,1,1
4,5,1,4,1,4,3616,50,5,3
1,5,1,3,1,5,3100,50,4,3
3,3,1,3,1,2,3399,64,3,3
3,3,0,1,1,4,304,35,1,1
2,2,1,2,1,3,1744,53,2,2
2,4,1,2,1,1,849,42,3,3
4,5,0,2,1,5,370,11,5,1
3,2,0,1,1,4,2704,36,4,1
1,1,1,1,1,2,692,25,1,3
4,5,0,3,1,5,507,11,3,1
3,3,1,2,0,2,838,16,2,2
3,5,1,3,1,4,2409,46,1,3
4,3,1,5,0,3,599,40,5,3
2,5,1,5,1,3,3048,25,5,3
4,5,0,5,1,4,978,50,5,1
5,4,1,5,1,4,1012,53,4,3
2,1,0,5,1,4,546,70,5,1
2,1,1,3,0,3,1244,25,3,1
3,5,1,1,1,3,812,36,4,3
4,4,1,4,0,5,1727,24,4,3
3,3,1,3,1,1,744,26,4,1
4,4,1,4,1,1,337,38,4,1
1,3,1,3,1,5,1011,24,3,3
4,4,1,4,1,4,1121,38,4,1
5,3,1,3,1,3,451,31,3,3
3,3,0,5,1,1,2338,55,5,1
3,3,0,4,1,4,331,29,4,1
4,4,0,1,1,5,1005,54,1,1
2,5,1,3,1,3,3935,51,4,3
2,2,0,3,1,4,1136,13,3,1
4,4,1,4,1,1,3149,54,3,3
4,5,1,4,1,3,3227,52,4,3
2,4,1,4,1,3,1448,25,4,3
5,4,1,5,1,4,3194,56,3,3
0,0,1,2,0,5,675,24,2,3
2,4,0,3,1,1,257,46,3,2
2,3,1,2,1,4,646,42,3,2
1,3,0,1,1,1,528,37,4,3
3,3,1,5,0,3,812,22,3,1
2,4,0,3,1,2,432,50,3,1
5,5,1,4,1,5,1174,59,4,1
1,3,0,4,1,4,383,57,3,2
2,2,1,2,1,4,602,30,2,3
2,2,1,5,0,4,140,27,3,1
1,1,0,1,1,2,1608,15,1,1
2,2,0,3,1,3,679,15,3,1
1,2,1,1,1,1,315,66,3,1
3,3,1,3,1,1,954,24,1,2
2,2,1,1,1,4,2342,50,1,1
2,2,0,5,1,3,406,33,5,1
2,5,1,5,1,3,2153,32,5,3
4,1,1,4,0,1,604,24,1,1
5,2,1,3,1,4,2960,45,4,3
2,5,0,2,1,4,328,66,4,3
3,4,1,4,1,5,1068,46,5,3
4,5,1,3,1,5,646,49,5,3
2,2,1,2,1,4,1598,40,2,1
3,3,0,3,1,3,528,20,2,2
5,4,0,1,1,4,689,60,4,1
4,4,1,5,1,4,1187,47,5,3
2,2,1,2,1,2,1717,19,2,3
2,5,1,5,1,3,1464,55,5,3
1,4,1,4,1,3,692,29,4,3
2,1,1,4,1,3,496,41,1,3
1,1,1,1,1,4,3580,15,1,3
1,3,1,1,1,3,2174,60,2,3
1,5,1,5,1,3,3933,25,5,3
4,5,0,3,1,4,432,65,5,1
0,2,1,2,1,5,1706,32,2,3
3,5,0,2,1,4,563,66,5,1
3,2,1,3,1,2,3212,35,3,3
1,1,1,2,0,1,668,37,2,1
3,3,1,3,1,1,369,62,3,2
2,4,0,2,1,2,321,57,3,1
1,1,1,2,1,1,2556,32,1,3
5,3,1,4,1,5,1597,53,4,3
2,2,1,4,0,4,488,26,4,3
5,5,1,5,0,1,934,19,5,1
2,5,0,2,1,4,719,55,4,1
2,5,1,5,1,2,3326,24,5,3
4,4,1,4,0,2,328,23,1,1
2,2,0,4,1,2,447,16,4,1
3,4,1,4,1,4,3754,30,4,3
1,5,1,5,1,5,337,41,5,3
4,2,1,4,1,5,1185,47,4,1
3,5,1,5,1,4,2169,43,4,3
1,1,1,1,1,3,143,36,1,1
2,2,0,1,1,3,102,26,1,1
3,2,1,5,1,1,227,60,4,3
2,2,1,4,0,1,697,49,4,1
2,4,1,5,1,4,949,48,5,3
4,4,1,4,1,5,1864,45,5,3
2,4,1,4,1,4,3470,30,4,3
3,4,1,2,1,3,369,43,5,3
3,5,1,5,1,5,2733,41,5,3
0,0,1,5,0,4,130,17,5,1
2,3,1,2,1,4,2574,50,4,3
1,1,1,1,1,4,2711,31,1,3
1,4,1,4,1,5,3092,41,4,3
2,4,1,2,1,2,991,50,3,1
5,4,1,5,1,3,2219,44,5,3
2,2,1,2,1,1,334,49,2,1
2,2,1,3,0,5,599,22,3,1
2,5,0,1,1,4,990,65,4,1
1,3,1,3,1,4,577,23,3,3
3,3,0,1,1,4,423,55,1,1
1,5,1,5,1,5,2741,54,4,3
3,4,0,4,1,5,516,68,4,1
2,2,0,2,1,3,931,12,2,1
4,3,0,5,1,2,599,12,1,1
1,2,1,1,1,1,396,17,1,3
4,5,1,5,1,5,2332,52,5,3
1,4,1,4,1,5,1535,49,5,3
3,3,0,3,1,3,1460,19,3,1
3,3,1,4,1,5,2537,29,4,3
4,4,1,5,1,3,2454,51,5,3
1,4,0,3,1,3,453,52,4,1
3,3,0,1,1,4,261,31,1,1
5,5,1,4,1,5,3947,51,4,3
1,1,0,1,1,4,240,38,1,1
2,2,0,5,1,4,248,47,5,1
3,3,1,4,0,3,240,54,2,3
3,4,1,4,1,3,1649,54,4,3
4,4,1,4,1,4,3726,29,4,3
4,4,1,4,1,2,606,40,4,1
4,4,1,4,0,4,1166,22,4,1
2,4,1,2,1,3,1363,42,4,3
2,3,1,2,1,4,1440,23,1,2
1,5,1,4,1,4,2369,43,5,3
0,0,0,1,1,3,102,8,1,1
3,4,1,4,1,3,3173,60,4,3
3,5,1,5,1,4,2115,41,5,3
2,2,1,2,1,4,126,39,2,2
4,3,1,1,0,3,453,22,1,1
4,4,1,3,0,1,2556,39,3,3
1,1,1,1,1,2,234,51,1,1
1,2,1,2,1,2,1452,27,2,3
5,5,1,3,0,1,925,30,3,1
3,4,1,3,1,2,909,56,4,1
1,2,1,1,1,4,3889,49,2,3
3,2,1,2,0,1,261,40,2,3
2,5,1,5,1,5,312,54,4,3
2,2,0,5,1,5,84,48,5,1
5,5,1,4,1,4,285,54,4,3
3,3,1,5,1,2,446,62,2,3
4,4,1,4,1,5,1723,49,4,3
2,3,1,2,1,4,990,20,2,1
1,3,0,5,1,4,1188,62,2,1
5,5,1,5,1,2,109,61,5,1
3,4,1,5,1,3,2471,52,5,3
4,4,0,5,1,3,842,44,4,1
3,4,1,4,1,5,361,54,4,3
1,1,0,2,1,4,414,22,2,1
5,5,1,5,1,5,2248,18,3,2
3,5,1,5,1,2,89,36,4,3
5,5,1,5,0,4,333,24,5,3
4,4,1,4,1,2,395,22,2,1
1,1,0,3,1,3,997,66,5,1
4,5,0,3,1,4,337,50,5,1
1,5,1,4,1,4,3455,49,4,3
2,2,0,1,1,4,531,41,1,1
1,1,1,5,1,1,2002,50,1,3
1,1,1,2,0,4,1303,44,2,1
5,4,1,4,1,3,1590,46,4,3
3,3,0,3,1,2,2588,18,3,1
3,1,1,1,0,1,578,26,1,1
5,5,1,5,0,5,432,23,5,3
3,3,1,3,1,4,304,48,3,2
4,4,1,4,1,3,2128,51,5,3
2,2,0,1,1,3,1747,32,1,1
2,2,1,2,1,1,3445,38,2,3
3,5,0,5,1,3,980,47,5,3
1,1,1,5,0,5,612,28,5,3
2,2,1,4,1,2,2227,64,2,1
2,2,0,5,1,2,2704,49,2,2
2,4,1,4,1,3,1975,28,4,3
4,4,1,4,1,1,612,32,4,2
2,2,1,2,1,3,3937,62,2,3
3,5,1,5,1,4,1504,45,4,3
4,4,1,4,1,4,3503,50,4,3
4,4,1,4,1,5,451,45,4,1
3,5,1,5,1,5,1877,59,1,3
4,4,0,4,1,4,819,14,5,1
3,3,1,5,0,1,101,26,5,1
3,2,1,2,0,2,1274,25,2,1
5,4,1,4,1,3,1357,59,5,3
3,3,0,3,1,1,342,17,3,1
3,5,1,4,1,4,616,41,4,3
2,3,0,2,1,2,594,69,3,1
3,3,1,4,0,4,282,39,3,3
3,4,1,5,1,5,787,52,5,3
5,4,1,4,1,3,2621,33,4,3
1,5,1,5,1,5,1535,23,5,3
4,4,1,4,1,4,2586,40,4,3
4,4,0,5,1,3,2402,61,5,1
2,2,0,5,1,3,296,16,5,1
1,1,0,3,1,4,928,42,2,1
4,5,0,5,1,3,1096,48,1,3
1,4,1,1,1,3,1491,56,3,3
3,4,1,5,0,4,299,36,5,1
2,2,1,4,0,5,806,20,4,1
4,5,0,4,1,5,931,39,4,1
4,4,1,5,0,5,2381,25,5,2
2,5,1,5,1,5,469,56,5,3
3,3,0,5,1,3,456,66,5,2
2,2,1,4,0,3,844,46,1,3
3,3,0,3,1,5,451,34,3,1
1,3,1,1,1,1,3590,45,4,3
1,1,1,1,1,1,125,60,1,1
2,2,0,2,1,3,594,9,2,1
3,4,0,2,1,5,1073,49,4,1
2,3,0,3,1,4,1514,32,3,1
4,4,1,5,0,3,1144,24,5,3
3,5,1,4,1,5,3980,43,4,3
1,1,1,3,1,1,347,54,3,1
1,1,1,1,1,2,2776,28,1,3
2,2,0,5,1,4,746,8,5,1
4,4,1,4,1,4,2454,52,4,3
2,4,1,5,1,4,236,47,4,3
5,5,1,5,1,4,837,47,4,3
3,5,1,3,1,1,521,36,5,3
2,5,1,4,1,5,684,60,4,3
1,5,1,4,0,5,2402,49,5,3
3,3,0,3,1,3,86,66,3,1
1,4,1,4,1,4,2379,50,5,3
2,2,0,1,1,4,794,18,4,2
4,5,1,4,1,5,695,54,5,3
2,3,0,4,1,4,842,52,4,1
2,2,1,3,0,2,1023,31,3,1
1,1,1,4,0,3,192,23,4,1
3,3,1,3,1,4,563,60,3,1
4,4,0,4,1,2,230,27,4,1
4,5,1,5,1,5,2773,60,4,3
1,5,1,5,1,4,3215,50,5,3
3,4,0,3,1,3,1797,47,5,2
2,2,1,2,1,2,516,28,2,3
1,3,1,1,1,4,2218,54,4,2
2,4,1,4,1,4,1927,23,4,3
3,0,0,2,1,3,77,66,2,1
3,4,1,4,1,3,1608,56,4,3
5,4,1,5,1,4,471,40,4,3
3,4,1,4,1,4,308,46,4,3
4,4,1,4,1,2,592,49,4,2
3,3,0,5,1,5,306,39,5,1
4,4,0,3,1,3,83,35,3,1
3,5,1,5,1,5,405,53,5,3
2,2,0,4,1,5,77,32,5,2
3,5,1,5,1,3,1631,36,4,3
2,1,0,2,1,4,414,32,2,1
2,5,1,4,1,2,296,28,4,3
3,3,0,4,1,2,895,22,4,3
3,3,1,3,1,2,919,41,3,1
1,4,1,4,1,5,1663,44,4,3
2,4,1,5,1,4,2232,43,4,3
3,3,1,2,0,1,574,21,2,1
1,5,1,5,1,3,731,52,4,3
2,3,0,3,1,5,599,33,3,3
0,4,1,2,1,3,304,41,4,3
1,5,1,5,1,5,1792,55,4,3
5,2,1,5,1,3,819,50,4,1
3,3,0,3,1,1,500,48,3,1
2,2,1,2,1,1,488,42,2,1
1,3,1,1,1,1,3752,47,4,3
5,5,1,5,1,5,224,48,5,1
1,1,0,1,1,5,711,32,1,1
4,3,0,5,1,1,899,46,3,2
3,3,0,4,1,4,387,69,4,1
1,4,1,2,1,5,1733,49,5,3
5,5,1,4,1,4,3260,46,4,3
3,5,0,2,1,5,1069,57,4,2
2,2,1,2,0,3,680,27,2,1
2,4,0,3,1,4,785,59,5,1
3,4,1,3,1,1,762,52,3,3
3,3,1,3,1,2,833,62,3,1
3,3,1,3,1,1,1671,35,3,1
5,4,1,4,1,5,2118,60,4,3
5,4,1,5,1,5,603,56,5,3
2,5,1,4,1,4,1105,48,5,3
2,2,0,1,1,4,369,55,2,1
5,4,1,4,1,5,198,41,4,3
2,3,0,3,1,2,528,27,3,1
5,2,1,5,1,1,1235,49,3,2
4,4,1,5,0,1,236,36,5,1
2,2,0,2,1,4,645,11,2,1
3,2,1,3,0,3,985,35,3,3
1,1,0,2,1,3,629,29,2,1
4,4,0,5,1,5,271,22,5,1
2,2,1,2,1,2,234,51,2,1
4,4,0,3,1,4,669,33,3,1
3,3,1,4,0,3,2065,19,4,1
3,2,0,5,1,3,551,50,4,3
3,4,0,4,1,4,1874,30,4,2
3,4,1,2,1,5,550,58,4,3
4,4,0,1,1,1,679,39,1,1
5,5,1,5,1,4,259,46,5,1
4,1,1,4,1,2,1543,38,4,3
5,5,1,5,1,3,3534,55,5,3
5,4,1,4,1,5,2329,29,4,3
3,3,1,3,1,2,164,30,3,2
3,3,0,5,1,3,646,37,3,3
4,4,0,5,1,4,140,7,5,1
2,4,1,4,1,5,3385,38,4,3
4,5,0,1,1,4,1476,41,4,3
5,4,1,5,1,3,787,39,5,1
3,3,0,5,1,5,562,65,5,1
2,2,0,2,1,1,837,37,2,1
2,5,0,1,1,5,500,61,4,3
4,3,1,3,1,3,1342,27,3,3
1,1,1,1,1,1,606,28,1,3
2,2,1,2,0,2,1123,66,2,3
2,3,1,2,1,2,1747,36,2,3
1,5,1,4,1,5,294,57,4,3
2,2,0,2,1,3,224,17,2,1
2,2,0,1,1,1,457,59,1,2
4,4,1,4,1,4,141,45,4,1
2,2,0,2,1,4,362,20,2,1
3,4,1,4,1,4,2339,44,1,3
4,4,1,3,0,5,357,33,3,3
1,1,0,5,1,1,414,23,5,1
2,2,1,3,0,3,432,20,3,1
1,4,1,3,1,1,3786,35,4,3
3,3,0,2,1,4,440,17,1,3
1,4,1,4,1,5,2734,53,5,3
1,3,1,4,1,2,3639,77,1,3
3,4,1,4,1,5,602,55,4,3
1,4,0,4,1,1,2355,51,4,1
3,3,1,5,0,1,1660,42,5,1
2,5,0,2,1,5,1015,64,5,1
3,1,0,5,1,1,106,61,1,1
2,3,1,3,0,4,332,23,4,1
4,4,1,4,1,2,1802,23,4,3
1,1,0,1,1,4,197,70,1,1
4,4,1,3,0,4,501,27,4,2
4,4,0,2,1,3,631,40,2,1
3,3,1,3,1,1,671,58,3,1
1,4,1,4,1,4,1837,52,3,3
5,4,1,4,1,4,2306,45,5,3
3,3,0,4,1,3,1404,61,4,1
4,5,1,5,1,5,646,57,4,3
1,2,1,3,0,5,937,25,3,3
2,2,1,2,1,1,403,53,3,1
2,4,1,5,1,2,3032,71,4,3
3,3,0,4,1,5,546,41,4,1
1,4,1,4,1,3,2945,58,2,3
5,5,1,1,0,5,975,42,1,3
3,5,0,5,1,3,580,55,5,2
3,3,1,1,0,2,1444,18,1,1
4,4,0,5,1,3,488,47,4,1
5,5,1,2,0,4,1183,24,2,3
3,3,1,5,0,3,1068,31,5,1
4,4,1,4,1,4,1975,30,4,3
2,3,0,1,1,2,735,61,3,2
3,3,1,1,0,4,2174,36,1,3
1,5,1,5,1,5,1739,29,5,3
4,5,1,4,1,5,1096,54,4,3
5,5,1,1,0,3,1217,24,1,1
5,4,1,3,1,5,3969,25,3,3
5,5,1,4,1,4,1908,37,5,3
2,2,1,5,0,5,441,29,2,1
1,1,1,1,1,1,190,40,1,1
2,4,1,2,1,4,337,35,3,3
3,3,0,3,1,4,853,7,3,3
4,4,1,1,0,3,1107,21,1,3
2,2,0,5,1,5,696,37,5,1
5,5,0,3,1,5,1061,20,3,3
1,3,0,1,1,1,651,55,4,1
3,3,0,4,1,4,534,31,4,1
3,3,0,3,1,3,990,56,3,1
4,5,1,3,1,3,1727,54,4,3
1,1,0,5,1,3,541,16,5,2
3,4,1,4,1,1,896,32,4,3
2,4,1,2,1,4,1900,44,4,3
3,4,1,3,1,2,1039,54,3,2
1,3,1,2,1,4,516,44,4,1
0,5,1,1,1,4,2455,39,4,3
2,1,0,4,1,1,399,55,1,1
4,4,1,4,1,4,1521,60,5,3
4,5,1,3,1,3,2442,59,4,3
4,4,1,2,0,3,2475,26,2,3
4,3,1,3,1,4,1450,33,3,3
1,1,1,4,0,5,140,33,2,1
4,4,1,5,0,4,1235,22,5,1
5,4,1,2,1,3,1666,44,5,3
2,2,1,4,0,3,646,49,4,3
3,4,1,4,1,3,1011,44,5,3
2,2,0,4,1,5,402,53,4,1
3,3,0,1,1,3,2611,29,3,1
1,4,1,4,1,3,2016,52,5,3
2,2,0,5,1,2,259,50,5,1
2,3,0,5,1,4,678,11,5,1
2,3,1,2,1,1,846,15,3,2
2,3,1,4,1,5,597,62,4,3
3,4,0,4,1,4,1242,49,4,1
4,5,1,2,1,3,1371,39,5,3
1,1,0,3,1,5,1399,37,3,1
5,4,1,5,1,3,140,35,5,2
0,0,0,1,1,5,102,40,1,1
5,5,0,1,1,3,965,13,1,3
4,5,0,5,1,3,122,49,5,1
2,2,1,4,0,3,1075,35,4,1
5,5,1,5,1,5,1452,45,5,3
4,4,1,4,1,3,546,49,4,2
1,1,0,5,1,2,594,32,4,1
4,5,1,4,1,1,272,61,4,1
3,5,1,4,1,4,2230,32,4,3
0,5,1,3,1,4,184,59,5,3
1,4,1,3,1,5,628,52,5,3
3,5,0,4,1,5,2586,24,5,1
3,3,1,1,0,2,1009,21,4,3
5,5,1,5,1,5,1553,32,5,3
1,5,1,5,1,5,787,35,5,3
3,3,0,1,1,3,679,15,1,1
3,5,1,4,1,4,2075,36,5,3
3,4,1,5,1,5,356,61,5,3
3,1,1,3,1,5,223,52,5,3
4,4,1,4,0,5,980,30,4,3
1,5,1,5,1,3,2158,24,5,3
2,4,1,4,1,1,1801,18,4,3
4,4,1,5,0,4,214,61,5,3
2,1,0,2,1,3,695,9,2,3
3,3,0,2,1,4,345,28,2,1
1,1,1,3,0,3,813,23,3,1
1,1,0,5,1,4,1562,36,4,1
3,3,1,5,0,4,399,22,3,1
5,4,1,5,1,2,3578,38,1,3
1,2,1,4,1,2,3393,66,2,3
2,2,1,3,0,2,874,25,3,1
2,2,1,4,0,5,1431,37,4,3
2,2,1,2,1,1,325,54,2,3
3,3,1,3,1,4,1440,60,3,1
2,5,1,5,1,3,964,31,5,3
5,5,1,5,1,2,296,41,5,1
3,3,0,1,1,3,816,59,1,1
1,5,1,3,1,3,1471,58,4,3
2,2,1,3,1,1,119,49,3,1
3,2,1,3,1,2,403,63,1,1
5,5,1,5,1,5,201,20,5,1
4,4,1,4,1,3,2405,28,4,3
2,4,1,2,1,3,356,43,4,2
4,4,1,4,0,5,957,25,4,3
3,3,1,1,0,5,936,11,1,1
2,2,1,2,1,4,692,28,2,2
0,4,1,4,1,1,109,32,4,3
2,4,0,4,1,5,341,47,4,1
5,5,1,5,0,3,223,16,5,1
4,5,1,4,1,4,1668,34,4,3
3,4,1,3,1,3,419,55,3,1
5,5,1,5,1,4,605,23,4,2
2,5,1,4,1,5,539,43,5,3
1,1,1,3,0,1,164,39,3,1
2,3,1,2,1,2,1874,31,2,2
1,3,1,1,1,1,967,47,3,1
2,5,1,5,1,2,2816,23,5,3
2,4,1,5,1,5,1796,33,5,3
2,4,0,4,1,5,227,42,5,1
5,5,1,3,1,3,399,47,5,3
5,4,1,3,1,5,1910,21,3,3
2,3,1,2,1,3,1056,23,2,1
4,4,0,5,1,3,994,39,5,1
4,4,1,3,0,4,895,24,5,3
2,2,0,5,1,4,1504,23,5,1
5,5,1,5,1,3,620,29,5,3
4,4,1,2,0,1,216,39,2,3
2,3,0,2,1,5,354,69,2,1
2,2,1,4,0,3,181,23,2,1
2,4,1,4,1,4,2336,48,4,3
4,5,1,5,1,4,2387,33,5,3
1,1,0,5,1,5,354,40,5,1
2,2,0,3,1,3,921,27,3,1
2,1,1,4,0,3,610,40,4,3
1,4,1,4,1,3,2573,30,4,3
4,4,0,1,1,4,237,67,1,1
2,4,1,4,1,3,3514,39,4,3
5,5,1,3,1,5,386,39,4,3
4,4,1,2,0,3,352,38,2,3
3,4,1,4,1,3,3281,37,5,3
1,1,0,5,1,3,1005,59,1,1
5,5,1,5,1,3,3389,46,5,3
3,3,0,3,1,5,409,66,1,1
3,5,1,5,1,3,2716,29,5,3
4,4,1,4,1,5,2055,33,4,3
2,3,1,2,1,2,2953,53,3,3
3,3,0,4,1,3,501,9,4,1
3,3,1,3,1,2,645,11,2,1
3,2,0,3,1,1,733,44,3,1
1,4,1,4,1,5,3994,52,4,3
4,5,1,2,1,3,419,61,4,3
0,0,1,2,0,3,794,9,2,3
1,1,0,3,1,4,612,42,2,1
4,4,1,4,1,4,2040,26,4,3
5,4,1,3,1,3,802,53,5,3
2,2,0,2,1,5,213,14,2,2
2,2,1,5,0,3,948,26,5,1
3,5,1,4,1,5,164,42,4,3
2,2,1,4,0,3,337,23,4,1
4,4,1,4,1,4,2026,45,5,3
3,3,1,3,1,4,356,59,4,3
1,1,0,3,1,2,853,46,3,1
3,4,1,3,1,5,588,43,5,3
2,4,0,2,1,3,2556,46,3,3
3,3,0,3,1,1,528,62,3,1
5,3,1,4,1,5,2377,49,3,3
3,4,1,5,1,5,2895,39,5,3
5,5,1,5,1,1,2681,30,5,2
4,5,1,4,1,4,3822,50,5,3
3,4,1,3,1,4,1744,43,3,1
4,5,1,4,1,4,1609,44,5,3
3,4,1,3,1,2,2871,46,3,3
0,5,1,5,1,5,258,45,4,3
2,3,0,5,1,4,300,49,1,1
4,4,0,5,1,3,1440,55,3,1
0,0,1,3,0,5,604,17,3,1
1,2,1,1,0,4,390,41,1,3
2,2,0,2,1,5,663,48,2,1
3,5,0,4,1,2,308,51,3,1
5,5,1,5,1,4,2585,55,4,3
2,0,0,5,1,2,134,29,5,2
1,5,1,5,1,5,1754,30,5,3
2,2,0,4,1,1,358,66,4,1
2,4,1,5,1,5,328,57,4,3
3,2,1,4,0,1,1075,27,4,3
1,1,1,1,1,1,1390,39,1,2
1,5,1,5,1,4,1126,40,4,3
3,2,1,3,1,2,888,43,3,2
3,3,0,4,1,4,1124,26,4,1
2,4,1,5,1,4,3291,35,4,3
4,4,1,5,0,1,584,41,5,2
3,3,0,2,1,3,1182,21,2,1
0,4,0,3,1,2,896,49,4,3
1,4,1,5,1,3,1931,56,4,3
0,1,0,5,1,4,1737,9,5,1
1,5,1,4,1,5,700,39,5,3
4,5,1,3,1,3,3161,46,4,3
2,3,0,4,1,4,1288,68,5,1
4,4,1,4,1,5,3108,24,4,3
4,4,1,4,0,3,862,24,4,1
4,5,1,5,1,5,1846,46,4,3
2,2,1,3,0,2,516,25,3,1
4,4,0,1,1,2,1678,60,1,1
3,4,1,3,1,4,431,62,3,3
3,3,0,2,1,3,589,24,2,1
3,3,0,2,1,4,458,15,2,1
2,2,0,3,1,3,2139,61,2,1
3,3,0,2,1,2,944,52,3,1
2,2,1,2,1,4,508,42,1,3
1,4,0,5,1,1,1416,61,2,1
4,3,1,4,1,3,1784,56,3,3
3,3,1,3,1,2,452,42,3,1
3,3,1,4,1,2,170,34,4,3
3,2,1,3,1,1,583,59,2,3
0,4,0,4,1,5,602,47,5,3
1,1,0,5,1,2,954,9,5,1
2,2,0,3,1,5,515,53,3,1
1,1,1,2,0,1,967,40,2,3
3,3,0,2,1,4,261,51,4,1
1,4,1,1,1,4,562,42,4,1
5,4,1,5,1,1,447,60,1,1
3,3,0,3,1,4,347,29,3,1
3,1,0,5,1,1,2075,47,2,3
2,5,1,4,1,3,1826,60,5,3
3,3,1,1,0,4,414,26,1,1
4,3,1,4,1,4,552,44,1,1
2,1,1,4,1,1,3669,42,4,3
5,4,1,2,1,4,2976,39,4,3
3,3,1,3,1,4,3797,49,3,3
4,4,1,2,0,2,449,18,2,1
5,4,1,2,1,3,2889,40,4,3
4,5,1,5,1,3,1598,42,4,3
4,3,0,5,1,1,549,49,4,1
4,4,1,2,0,3,395,24,2,1
3,4,1,2,0,5,589,16,2,1
5,5,0,3,1,2,391,65,3,1
1,3,0,2,1,1,1217,50,3,1
1,4,1,5,1,4,1504,41,4,3
1,2,1,1,1,4,1204,22,1,3
1,2,0,4,1,2,320,66,3,1
2,5,1,5,1,3,679,30,5,3
3,3,1,1,0,1,262,65,1,1
3,3,0,5,1,3,590,68,4,1
3,5,0,4,1,4,1056,47,4,1
2,2,1,2,1,1,302,55,2,3
1,5,1,4,1,5,3677,22,4,3
1,3,0,3,1,5,2717,40,5,1
3,4,0,3,1,3,448,52,4,1
3,3,0,4,1,5,694,18,4,1
1,1,1,1,1,2,2349,25,3,1
4,4,1,5,0,3,1464,26,5,3
1,1,0,3,1,4,834,55,3,1
2,2,0,2,1,4,296,10,2,1
5,4,1,4,1,4,2348,55,4,3
4,4,1,4,1,4,102,36,4,1
1,5,1,5,1,3,2199,30,5,3
2,3,1,1,0,3,397,25,1,1
3,5,1,5,1,4,3201,51,2,3
4,4,0,2,1,3,907,52,4,1
4,4,0,4,1,4,2475,39,4,1
2,2,1,2,1,3,611,37,2,2
0,0,0,5,1,3,854,22,5,2
2,2,1,2,1,4,1090,24,2,3
1,2,1,1,1,3,2475,46,3,3
5,5,1,5,1,4,101,32,5,1
2,4,1,2,1,3,2208,41,3,3
2,3,0,5,1,3,1005,10,5,1
3,4,0,2,1,3,746,58,4,2
3,3,1,4,1,2,643,51,4,1
4,4,0,3,1,1,366,36,3,1
2,2,1,3,1,4,1933,45,4,3
5,2,0,4,1,4,422,36,2,3
3,5,1,3,1,4,1195,55,5,1
3,3,1,4,1,3,493,39,1,3
1,1,1,3,0,3,239,48,1,3
4,4,1,4,1,5,185,50,4,1
2,2,1,2,1,2,462,17,3,2
2,4,1,2,1,4,501,42,4,3
2,2,1,1,0,4,259,40,1,1
3,3,1,3,1,2,321,44,3,1
2,5,1,5,1,3,1706,52,4,3
4,5,1,4,1,3,2475,46,1,1
5,4,1,4,1,3,3367,25,4,3
3,3,0,2,1,3,1504,47,4,1
4,4,1,5,0,4,258,24,5,3
3,2,1,5,0,4,519,28,5,1
3,3,1,5,0,5,723,26,5,3
3,3,1,2,0,2,548,51,2,1
5,5,1,5,1,3,678,28,5,3
2,2,1,2,1,1,311,36,2,1
4,4,0,5,1,4,229,36,5,1
1,4,1,1,1,1,1984,43,3,1
4,4,1,4,1,2,101,36,4,1
2,1,0,5,1,4,837,39,5,1
3,4,1,4,1,3,191,49,5,3
3,3,0,2,1,2,1189,57,2,1
1,4,1,3,1,4,2160,57,5,3
1,1,1,3,0,1,1046,21,3,1
3,4,1,4,1,5,1886,23,4,3
2,2,1,5,0,2,201,33,5,1
3,3,1,3,0,1,348,38,5,1
2,3,1,2,1,5,797,42,5,1
1,4,1,4,1,4,1703,54,5,3
1,1,0,1,1,5,634,37,1,1
1,1,0,3,1,4,399,20,3,1
1,1,1,1,1,5,1986,61,5,3
4,1,0,1,1,4,473,63,1,1
1,1,1,1,0,2,940,43,1,1
4,4,1,4,1,2,802,59,4,1
3,3,0,2,1,5,1127,15,2,1
4,4,1,5,0,2,109,37,5,1
5,5,1,4,1,5,2508,49,5,3
2,2,0,2,1,3,2400,29,3,1
